time;lat;lon;60min_starnet;60min_earth;vulnerability;radarRR;1h_radar;hydroRR;1h_hydro;1h_basin_radar;2h_basin_radar;3h_basin_radar;24h_basin_radar;1h_basin_hydro;2h_basin_hydro;3h_basin_hydro;24h_basin_hydro;flood
2018-05-19 12:30:00;-23.75;-46.48;0.0;2.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;21.31;0.0
2018-05-19 12:30:00;-23.75;-46.26;0.0;0.0;1.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;1.16;0.0
2018-05-19 12:30:00;-23.74;-47.03;0.0;0.0;0.0;-99;-99;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;10.78;0.0
2018-05-19 12:30:00;-23.74;-46.81;0.0;0.0;1.0;0.0;4.08;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.74;-46.8;0.0;0.0;1.0;0.0;3.9;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.74;-46.79;0.0;0.0;0.0;0.0;4.11;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;7.7;0.0
2018-05-19 12:30:00;-23.74;-46.78;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.74;-46.77;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.74;-46.76;0.0;0.0;1.0;0.0;0.6;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;2.09;0.0
2018-05-19 12:30:00;-23.74;-46.75;0.0;0.0;1.0;0.0;1.2;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.74;-46.74;0.0;0.0;1.0;0.0;0.6;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.74;-46.73;0.0;0.0;1.0;0.0;0.2;0.0;0.0;0.83;-99;-99;0.83;0.0;0.0;0.0;5.4;0.0
2018-05-19 12:30:00;-23.74;-46.72;0.0;0.0;1.0;0.0;0.25;0.0;0.0;0.25;-99;-99;0.25;0.0;0.0;0.0;7.85;0.0
2018-05-19 12:30:00;-23.74;-46.71;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.77;-99;-99;0.93;0.0;0.0;0.0;9.47;0.0
2018-05-19 12:30:00;-23.74;-46.7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.77;-99;-99;0.93;0.0;0.0;0.0;9.47;0.0
2018-05-19 12:30:00;-23.74;-46.69;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.06;-99;-99;0.14;0.0;0.0;0.0;13.07;0.0
2018-05-19 12:30:00;-23.74;-46.68;0.0;0.0;2.0;0.0;0.33;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;10.32;0.0
2018-05-19 12:30:00;-23.74;-46.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-99;-99;-99;-99;0.0;0.0;0.0;10.32;0.0
